Date,Index Close,Return,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx,Fama Mkt Excess,SMB,HML,1M TBill,Mom   ,Term spread,CPIAUCSL,defaultspread,DY,EY,DP,DE,BAB
1875-04-30,4.65,0.013071895424836777,0.32,0.4267,,,,,,,0.003647246,,,,,,,,,,,,,,,,6.97,9.3,6.88,74.99414108,
1875-05-31,4.47,-0.03870967741935494,0.3175,0.4183,,,,,,,0.003000022,,,,,,,,,,,,,,,,6.83,9.0,7.1,75.90246235,
1875-06-30,4.38,-0.020134228187919434,0.315,0.41,,,,,,,0.002992665,,,,,,,,,,,,,,,,7.05,9.17,7.19,76.82926829,
1875-07-31,4.39,0.0022831050228309113,0.3125,0.4017,,,,,,,0.002816075,,,,,,,,,,,,,,,,7.13,9.17,7.12,77.79437391,
1875-08-31,4.41,0.004555808656036442,0.31,0.3933,,,,,,,0.003279556,,,,,,,,,,,,,,,,7.06,8.96,7.03,78.820239,
1875-09-30,4.37,-0.009070294784580546,0.3075,0.385,,,,,,,0.003978051,,,,,,,,,,,,,,,,6.97,8.73,7.04,79.87012987,
1875-10-31,4.3,-0.016018306636155666,0.305,0.3767,,,,,,,0.0042867040000000006,,,,,,,,,,,,,,,,6.98,8.62,7.09,80.96628617,
1875-11-30,4.37,0.016279069767441978,0.3025,0.3683,,,,,,,0.004345484,,,,,,,,,,,,,,,,7.03,8.57,6.92,82.13412979,
1875-12-31,4.37,0.0,0.3,0.36,,,,,,,0.004507112,,,,,,,,,,,,,,,,6.86,8.24,6.86,83.33333333,
1876-01-31,4.46,0.020594965675057253,0.3,0.3533,,,,,,,0.00438222,,,,,,,,,,,,,,,,6.86,8.08,6.73,84.91367109999999,
1876-02-28,4.52,0.013452914798206095,0.3,0.3467,,,,,,,0.0035663659999999996,,,,,,,,,,,,,,,,6.73,7.77,6.64,86.53014133,
1876-03-31,4.51,-0.0022123893805309214,0.3,0.34,,,,,,,0.003610483,,,,,,,,,,,,,,,,6.64,7.52,6.65,88.23529412,
1876-04-30,4.34,-0.037694013303769425,0.3,0.3333,,,,,,,0.00369136,,,,,,,,,,,,,,,,6.65,7.39,6.91,90.0090009,
1876-05-31,4.18,-0.03686635944700467,0.3,0.3267,,,,,,,0.00336046,,,,,,,,,,,,,,,,6.91,7.53,7.18,91.82736455,
1876-06-30,4.15,-0.007177033492822837,0.3,0.32,,,,,,,0.0031397990000000004,,,,,,,,,,,,,,,,7.18,7.66,7.23,93.75,
1876-07-31,4.1,-0.012048192771084487,0.3,0.3133,,,,,,,0.00244808,,,,,,,,,,,,,,,,7.23,7.55,7.32,95.75486754,
1876-08-31,3.93,-0.04146341463414627,0.3,0.3067,,,,,,,0.002293481,,,,,,,,,,,,,,,,7.32,7.48,7.63,97.81545484,
1876-09-30,3.69,-0.06106870229007644,0.3,0.3,,,,,,,0.0031397990000000004,,,,,,,,,,,,,,,,7.63,7.63,8.13,100.0,
1876-10-31,3.67,-0.005420054200542035,0.3,0.2933,,,,,,,0.003816338,,,,,,,,,,,,,,,,8.13,7.95,8.17,102.2843505,
1876-11-30,3.6,-0.019073569482288777,0.3,0.2867,,,,,,,0.003647246,,,,,,,,,,,,,,,,8.17,7.81,8.33,104.6389955,
1876-12-31,3.58,-0.005555555555555536,0.3,0.28,,,,,,,0.003970701,,,,,,,,,,,,,,,,8.33,7.78,8.38,107.1428571,
1877-01-31,3.55,-0.008379888268156499,0.2908,0.2817,,,,,,,0.00372812,,,,,,,,,,,,,,,,8.12,7.87,8.19,103.23038690000001,
1877-02-28,3.34,-0.05915492957746482,0.2817,0.2833,,,,,,,0.002955878,,,,,,,,,,,,,,,,7.94,7.98,8.43,99.43522767,
1877-03-31,3.17,-0.050898203592814384,0.2725,0.285,,,,,,,0.002911732,,,,,,,,,,,,,,,,8.16,8.53,8.6,95.61403509,
1877-04-30,2.94,-0.0725552050473186,0.2633,0.2867,,,,,,,0.002867583,,,,,,,,,,,,,,,,8.31,9.04,8.96,91.83815835,
1877-05-31,2.94,0.0,0.2542,0.2883,,,,,,,0.002587934,,,,,,,,,,,,,,,,8.65,9.81,8.65,88.17204301,
1877-06-30,2.73,-0.0714285714285714,0.245,0.29,,,,,,,0.002632094,,,,,,,,,,,,,,,,8.33,9.86,8.97,84.48275862,
1877-07-31,2.85,0.04395604395604402,0.2358,0.2917,,,,,,,0.0026909720000000002,,,,,,,,,,,,,,,,8.64,10.68,8.27,80.83647583,
1877-08-31,3.05,0.07017543859649122,0.2267,0.2933,,,,,,,0.003794284,,,,,,,,,,,,,,,,7.95,10.29,7.43,77.29287419,
1877-09-30,3.24,0.06229508196721323,0.2175,0.295,,,,,,,0.004338137,,,,,,,,,,,,,,,,7.13,9.67,6.71,73.72881356,
1877-10-31,3.31,0.021604938271604812,0.2083,0.2967,,,,,,,0.004977153,,,,,,,,,,,,,,,,6.43,9.16,6.29,70.20559488,
1877-11-30,3.26,-0.015105740181268978,0.1992,0.2983,,,,,,,0.0041985270000000005,,,,,,,,,,,,,,,,6.02,9.01,6.11,66.778411,
1877-12-31,3.25,-0.0030674846625766694,0.19,0.3,,,,,,,0.0037795809999999997,,,,,,,,,,,,,,,,5.83,9.2,5.85,63.33333333,
1878-01-31,3.25,0.0,0.1892,0.3008,,,,,,,0.003948651,,,,,,,,,,,,,,,,5.82,9.26,5.82,62.89893617,
1878-02-28,3.18,-0.021538461538461506,0.1883,0.3017,,,,,,,0.00355166,,,,,,,,,,,,,,,,5.79,9.28,5.92,62.41299304,
1878-03-31,3.24,0.018867924528301883,0.1875,0.3025,,,,,,,0.00341194,,,,,,,,,,,,,,,,5.9,9.51,5.79,61.98347107,
1878-04-30,3.33,0.02777777777777768,0.1867,0.3033,,,,,,,0.003588425,,,,,,,,,,,,,,,,5.76,9.36,5.61,61.55621497,
1878-05-31,3.34,0.0030030030030030463,0.1858,0.3042,,,,,,,0.00297795,,,,,,,,,,,,,,,,5.58,9.14,5.56,61.078238,
1878-06-30,3.41,0.020958083832335328,0.185,0.305,,,,,,,0.00244808,,,,,,,,,,,,,,,,5.54,9.13,5.43,60.655737699999996,
1878-07-31,3.48,0.02052785923753664,0.1842,0.3058,,,,,,,0.002293481,,,,,,,,,,,,,,,,5.4,8.97,5.29,60.23544801,
1878-08-31,3.45,-0.008620689655172376,0.1833,0.3067,,,,,,,0.00244808,,,,,,,,,,,,,,,,5.27,8.81,5.31,59.76524291,
1878-09-30,3.52,0.020289855072463725,0.1825,0.3075,,,,,,,0.0030441640000000002,,,,,,,,,,,,,,,,5.29,8.91,5.18,59.349593500000005,
1878-10-31,3.48,-0.011363636363636354,0.1817,0.3083,,,,,,,0.003654598,,,,,,,,,,,,,,,,5.16,8.76,5.22,58.936101199999996,
1878-11-30,3.47,-0.002873563218390718,0.1808,0.3092,,,,,,,0.00341194,,,,,,,,,,,,,,,,5.2,8.89,5.21,58.47347995,
1878-12-31,3.45,-0.0057636887608069065,0.18,0.31,,,,,,,0.0033678140000000002,,,,,,,,,,,,,,,,5.19,8.93,5.22,58.06451613,
1879-01-31,3.58,0.03768115942028971,0.1817,0.3158,,,,,,,0.002830792,,,,,,,,,,,,,,,,5.27,9.15,5.08,57.53641545,
1879-02-28,3.71,0.03631284916201105,0.1833,0.3217,,,,,,,0.00244808,,,,,,,,,,,,,,,,5.12,8.99,4.94,56.97855145,
1879-03-31,3.65,-0.016172506738544534,0.185,0.3275,,,,,,,0.0033678140000000002,,,,,,,,,,,,,,,,4.99,8.83,5.07,56.48854962,
1879-04-30,3.77,0.03287671232876721,0.1867,0.3333,,,,,,,0.003654598,,,,,,,,,,,,,,,,5.12,9.13,4.95,56.01560156,
1879-05-31,3.94,0.04509283819628651,0.1883,0.3392,,,,,,,0.002911732,,,,,,,,,,,,,,,,4.99,9.0,4.78,55.51297170000001,
1879-06-30,3.96,0.0050761421319796,0.19,0.345,,,,,,,0.002771923,,,,,,,,,,,,,,,,4.82,8.76,4.8,55.07246377,
1879-07-31,4.04,0.02020202020202011,0.1917,0.3508,,,,,,,0.002514329,,,,,,,,,,,,,,,,4.84,8.86,4.75,54.64652223,
1879-08-31,4.07,0.007425742574257432,0.1933,0.3567,,,,,,,0.0037354709999999998,,,,,,,,,,,,,,,,4.78,8.83,4.75,54.19119708,
1879-09-30,4.22,0.03685503685503666,0.195,0.3625,,,,,,,0.0038971979999999997,,,,,,,,,,,,,,,,4.79,8.91,4.62,53.79310345,
1879-10-31,4.68,0.1090047393364928,0.1967,0.3683,,,,,,,0.004014800000000001,,,,,,,,,,,,,,,,4.66,8.73,4.2,53.40754819,
1879-11-30,4.93,0.05341880341880345,0.1983,0.3742,,,,,,,0.004242615999999999,,,,,,,,,,,,,,,,4.24,8.0,4.02,52.99305184,
1879-12-31,4.92,-0.0020283975659228792,0.2,0.38,,,,,,,0.00402215,,,,,,,,,,,,,,,,4.06,7.71,4.07,52.63157895,
1880-01-31,5.11,0.03861788617886197,0.205,0.3892,,,,,,,0.00360313,,,,,,,,,,,,,,,,4.17,7.91,4.01,52.672148,
1880-02-28,5.2,0.017612524461839474,0.21,0.3983,,,,,,,0.00355166,,,,,,,,,,,,,,,,4.11,7.79,4.04,52.72407733,
1880-03-31,5.3,0.019230769230769162,0.215,0.4075,,,,,,,0.00369136,,,,,,,,,,,,,,,,4.13,7.84,4.06,52.76073620000001,
1880-04-30,5.18,-0.02264150943396226,0.22,0.4167,,,,,,,0.00369136,,,,,,,,,,,,,,,,4.15,7.86,4.25,52.79577634,
1880-05-31,4.77,-0.07915057915057921,0.225,0.4258,,,,,,,0.003463418,,,,,,,,,,,,,,,,4.34,8.22,4.72,52.84170972,
1880-06-30,4.79,0.004192872117400492,0.23,0.435,,,,,,,0.002992665,,,,,,,,,,,,,,,,4.82,9.12,4.8,52.87356322,
1880-07-31,5.01,0.045929018789143905,0.235,0.4442,,,,,,,0.002911732,,,,,,,,,,,,,,,,4.91,9.27,4.69,52.90409725,
1880-08-31,5.19,0.03592814371257491,0.24,0.4533,,,,,,,0.00334575,,,,,,,,,,,,,,,,4.79,9.05,4.62,52.94506949,
1880-09-30,5.18,-0.0019267822736032114,0.245,0.4625,,,,,,,0.00350754,,,,,,,,,,,,,,,,4.72,8.91,4.73,52.97297297,
1880-10-31,5.33,0.02895752895752901,0.25,0.4717,,,,,,,0.00341194,,,,,,,,,,,,,,,,4.83,9.11,4.69,52.999788,
1880-11-30,5.61,0.05253283302063805,0.255,0.4808,,,,,,,0.003647246,,,,,,,,,,,,,,,,4.78,9.02,4.55,53.03660566,
1880-12-31,5.84,0.04099821746880572,0.26,0.49,,,,,,,0.004058898,,,,,,,,,,,,,,,,4.63,8.73,4.45,53.06122449,
1881-01-31,6.19,0.05993150684931514,0.265,0.4858,,,,,,,0.00350754,,,,,,,,,,,,,,,,4.54,8.32,4.28,54.54919720000001,
1881-02-28,6.17,-0.003231017770597866,0.27,0.4817,,,,,,,0.00360313,,,,,,,,,,,,,,,,4.36,7.78,4.38,56.05148433,
1881-03-31,6.24,0.011345218800648427,0.275,0.4775,,,,,,,0.00372812,,,,,,,,,,,,,,,,4.46,7.74,4.41,57.59162304,
1881-04-30,6.22,-0.0032051282051283048,0.28,0.4733,,,,,,,0.003463418,,,,,,,,,,,,,,,,4.49,7.58,4.5,59.15909571,
1881-05-31,6.5,0.045016077170418,0.285,0.4692,,,,,,,0.002632094,,,,,,,,,,,,,,,,4.58,7.54,4.38,60.74168798,
1881-06-30,6.58,0.012307692307692353,0.29,0.465,,,,,,,0.002219854,,,,,,,,,,,,,,,,4.46,7.15,4.41,62.3655914,
1881-07-31,6.35,-0.0349544072948329,0.295,0.4608,,,,,,,0.002587934,,,,,,,,,,,,,,,,4.48,7.0,4.65,64.01909722,
1881-08-31,6.2,-0.023622047244094446,0.3,0.4567,,,,,,,0.0032869109999999996,,,,,,,,,,,,,,,,4.72,7.19,4.84,65.68863587,
1881-09-30,6.25,0.008064516129032251,0.305,0.4525,,,,,,,0.00383104,,,,,,,,,,,,,,,,4.92,7.3,4.88,67.40331492,
1881-10-31,6.15,-0.015999999999999903,0.31,0.4483,,,,,,,0.004242615999999999,,,,,,,,,,,,,,,,4.96,7.17,5.04,69.15012269,
1881-11-30,6.19,0.006504065040650486,0.315,0.4442,,,,,,,0.004279356,,,,,,,,,,,,,,,,5.12,7.22,5.09,70.9140027,
1881-12-31,6.01,-0.029079159935379795,0.32,0.44,,,,,,,0.004242615999999999,,,,,,,,,,,,,,,,5.17,7.11,5.32,72.72727273,
1882-01-31,5.92,-0.014975041597337757,0.32,0.4392,,,,,,,0.00369136,,,,,,,,,,,,,,,,5.32,7.31,5.41,72.85974499,
1882-02-28,5.79,-0.02195945945945943,0.32,0.4383,,,,,,,0.003669303,,,,,,,,,,,,,,,,5.41,7.4,5.53,73.00935432,
1882-03-31,5.78,-0.0017271157167529916,0.32,0.4375,,,,,,,0.003794284,,,,,,,,,,,,,,,,5.53,7.56,5.54,73.14285714,
1882-04-30,5.78,0.0,0.32,0.4367,,,,,,,0.0033678140000000002,,,,,,,,,,,,,,,,5.54,7.56,5.54,73.27684909999999,
1882-05-31,5.71,-0.01211072664359869,0.32,0.4358,,,,,,,0.003213358,,,,,,,,,,,,,,,,5.54,7.54,5.6,73.42817806,
1882-06-30,5.68,-0.005253940455341555,0.32,0.435,,,,,,,0.00341194,,,,,,,,,,,,,,,,5.6,7.62,5.63,73.56321839,
1882-07-31,6.0,0.05633802816901423,0.32,0.4342,,,,,,,0.0030441640000000002,,,,,,,,,,,,,,,,5.63,7.64,5.33,73.69875633,
1882-08-31,6.18,0.030000000000000027,0.32,0.4333,,,,,,,0.003801635,,,,,,,,,,,,,,,,5.33,7.22,5.18,73.85183476,
1882-09-30,6.24,0.009708737864077666,0.32,0.4325,,,,,,,0.0046099520000000005,,,,,,,,,,,,,,,,5.18,7.0,5.13,73.98843931,
1882-10-31,6.07,-0.027243589743589758,0.32,0.4317,,,,,,,0.004551187,,,,,,,,,,,,,,,,5.13,6.92,5.27,74.12555015,
1882-11-30,5.81,-0.042833607907743154,0.32,0.4308,,,,,,,0.004426301,,,,,,,,,,,,,,,,5.27,7.1,5.51,74.28040854,
1882-12-31,5.84,0.005163511187607606,0.32,0.43,,,,,,,0.003970701,,,,,,,,,,,,,,,,5.51,7.4,5.48,74.41860465,
1883-01-31,5.81,-0.005136986301369939,0.3208,0.4275,,,,,,,0.00369136,,,,,,,,,,,,,,,,5.49,7.32,5.52,75.04093567,
1883-02-28,5.68,-0.022375215146299476,0.3217,0.425,,,,,,,0.00360313,,,,,,,,,,,,,,,,5.54,7.31,5.66,75.69411765,
1883-03-31,5.75,0.012323943661971981,0.3225,0.4225,,,,,,,0.004338137,,,,,,,,,,,,,,,,5.68,7.44,5.61,76.33136095,
1883-04-30,5.87,0.02086956521739136,0.3233,0.42,,,,,,,0.0039192490000000005,,,,,,,,,,,,,,,,5.62,7.3,5.51,76.97619048,
1883-05-31,5.77,-0.017035775127768438,0.3242,0.4175,,,,,,,0.0035810720000000002,,,,,,,,,,,,,,,,5.52,7.11,5.62,77.65269461,
1883-06-30,5.82,0.008665511265164794,0.325,0.415,,,,,,,0.00369136,,,,,,,,,,,,,,,,5.63,7.19,5.58,78.31325301,
1883-07-31,5.73,-0.015463917525773141,0.3258,0.4125,,,,,,,0.003161867,,,,,,,,,,,,,,,,5.6,7.09,5.69,78.98181818,
1883-08-31,5.47,-0.04537521815008738,0.3267,0.41,,,,,,,0.00377223,,,,,,,,,,,,,,,,5.7,7.16,5.97,79.68292683,
1883-09-30,5.53,0.010968921389396868,0.3275,0.4075,,,,,,,0.004058898,,,,,,,,,,,,,,,,5.99,7.45,5.92,80.36809816,
1883-10-31,5.38,-0.027124773960217063,0.3283,0.405,,,,,,,0.004058898,,,,,,,,,,,,,,,,5.94,7.32,6.1,81.0617284,
1883-11-30,5.46,0.014869888475836479,0.3292,0.4025,,,,,,,0.00383104,,,,,,,,,,,,,,,,6.12,7.48,6.03,81.78881988,
1883-12-31,5.34,-0.02197802197802201,0.33,0.4,,,,,,,0.00369136,,,,,,,,,,,,,,,,6.04,7.33,6.18,82.5,
1884-01-31,5.18,-0.029962546816479474,0.3283,0.3925,,,,,,,0.00324278,,,,,,,,,,,,,,,,6.15,7.35,6.34,83.64331209999999,
1884-02-28,5.32,0.027027027027027195,0.3267,0.385,,,,,,,0.0031397990000000004,,,,,,,,,,,,,,,,6.31,7.43,6.14,84.85714286,
1884-03-31,5.3,-0.00375939849624074,0.325,0.3775,,,,,,,0.0030441640000000002,,,,,,,,,,,,,,,,6.11,7.1,6.13,86.09271523,
1884-04-30,5.06,-0.04528301886792452,0.3233,0.37,,,,,,,0.00311773,,,,,,,,,,,,,,,,6.1,6.98,6.39,87.37837838,
1884-05-31,4.65,-0.08102766798418959,0.3217,0.3625,,,,,,,0.0033678140000000002,,,,,,,,,,,,,,,,6.36,7.16,6.92,88.74482759,
1884-06-30,4.46,-0.04086021505376347,0.32,0.355,,,,,,,0.003875146,,,,,,,,,,,,,,,,6.88,7.63,7.17,90.14084507,
1884-07-31,4.46,0.0,0.3183,0.3475,,,,,,,0.00402215,,,,,,,,,,,,,,,,7.14,7.79,7.14,91.5971223,
1884-08-31,4.74,0.06278026905829592,0.3167,0.34,,,,,,,0.00369136,,,,,,,,,,,,,,,,7.1,7.62,6.68,93.14705882,
1884-09-30,4.59,-0.03164556962025322,0.315,0.3325,,,,,,,0.00369136,,,,,,,,,,,,,,,,6.65,7.01,6.86,94.73684211,
1884-10-31,4.44,-0.03267973856209139,0.3133,0.325,,,,,,,0.00369136,,,,,,,,,,,,,,,,6.83,7.08,7.06,96.4,
1884-11-30,4.35,-0.020270270270270396,0.3117,0.3175,,,,,,,0.003463418,,,,,,,,,,,,,,,,7.02,7.15,7.17,98.17322835,
1884-12-31,4.34,-0.0022988505747125743,0.31,0.31,,,,,,,0.0033236859999999997,,,,,,,,,,,,,,,,7.13,7.13,7.14,100.0,
1885-01-31,4.24,-0.02304147465437778,0.3042,0.3067,,,,,,,0.0030956609999999996,,,,,,,,,,,,,,,,7.01,7.07,7.17,99.18487121,
1885-02-28,4.37,0.030660377358490587,0.2983,0.3033,,,,,,,0.002955878,,,,0.001539021,,,,,,,,,,,,7.04,7.15,6.83,98.35146719,
1885-03-31,4.38,0.0022883295194506825,0.2925,0.3,,,,,,,0.002933805,,,,0.001544558,,,,,,,,,,,,6.69,6.86,6.68,97.5,
1885-04-30,4.37,-0.0022831050228310223,0.2867,0.2967,,,,,,,0.002565853,,,,0.0017984029999999999,,,,,,,,,,,,6.55,6.77,6.56,96.62959218,
1885-05-31,4.32,-0.011441647597253968,0.2808,0.2933,,,,,,,0.002352379,,,,0.00180538,,,,,,,,,,,,6.43,6.71,6.5,95.73815206,
1885-06-30,4.3,-0.004629629629629761,0.275,0.29,,,,,,,0.002256668,,,,0.00109684,,,,,,,,,,,,6.37,6.71,6.4,94.82758621,
1885-07-31,4.46,0.037209302325581506,0.2692,0.2867,,,,,,,0.002219854,,,,0.002936053,,,,,,,,,,,,6.26,6.67,6.04,93.89605859999999,
1885-08-31,4.71,0.056053811659192876,0.2633,0.2833,,,,,,,0.002352379,,,,0.002450235,,,,,,,,,,,,5.9,6.35,5.59,92.94034592,
1885-09-30,4.65,-0.0127388535031846,0.2575,0.28,,,,,,,0.002403911,,,,0.0017323,,,,,,,,,,,,5.47,5.94,5.54,91.96428571,
1885-10-31,4.92,0.05806451612903207,0.2517,0.2767,,,,,,,0.002587934,,,,0.0029958520000000002,,,,,,,,,,,,5.41,5.95,5.12,90.96494398,
1885-11-30,5.24,0.0650406504065042,0.2458,0.2733,,,,,,,0.002911732,,,,0.00281383,,,,,,,,,,,,5.0,5.55,4.69,89.93779729,
